SampleID	study_id	diet	diet_condensed	sterility	probiotic	plant_type	control
SRR7269218	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269219	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269220	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269221	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269222	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269223	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269224	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269225	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269226	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269227	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269228	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269229	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269230	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269231	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269232	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269233	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269234	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269235	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269236	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269237	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269238	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269239	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269240	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269241	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269242	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269243	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269244	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269245	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269246	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269247	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269248	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269249	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269250	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269251	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269252	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269253	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269254	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269255	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269256	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269257	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269258	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269259	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269260	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269261	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269262	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269263	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269264	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269265	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269266	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269267	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269268	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269269	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269270	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269271	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269272	bruno2019	fish_meal	animal_product	non_sterile	no	na	no
SRR7269273	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269274	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269275	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269276	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269277	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269278	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269279	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269280	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269281	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269282	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269283	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269284	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269285	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269286	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269287	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269288	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269289	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269290	bruno2019	fruits_vegetables	plant_product	non_sterile	no	fruit_vegetable	no
SRR7269291	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR7269292	bruno2019	gainesville	plant_product	non_sterile	no	gainesville	no
SRR23174594	chen2023	wheat_bran_sawdust_soybean_oil	plant_product	non_sterile	no	grain_oil	no
SRR23174595	chen2023	wheat_bran_sawdust_soybean_oil	plant_product	non_sterile	no	grain_oil	no
SRR23174596	chen2023	wheat_bran_sawdust_soybean_oil	plant_product	non_sterile	no	grain_oil	no
SRR23174597	chen2023	wheat_bran_sawdust_soybean_oil	plant_product	non_sterile	no	grain_oil	no
SRR23174598	chen2023	wheat_bran_sawdust_soybean_oil	plant_product	non_sterile	no	grain_oil	no
SRR23174599	chen2023	wheat_bran_sawdust	plant_product	non_sterile	no	grain	no
SRR23174610	chen2023	wheat_bran_sawdust	plant_product	non_sterile	no	grain	no
SRR23174621	chen2023	wheat_bran_sawdust	plant_product	non_sterile	no	grain	no
SRR23174622	chen2023	wheat_bran_sawdust	plant_product	non_sterile	no	grain	no
SRR23174623	chen2023	wheat_bran_sawdust	plant_product	non_sterile	no	grain	no
SRR23174624	chen2023	wheat_bran_sawdust_casein	mixed_product	non_sterile	no	na	no
SRR23174625	chen2023	wheat_bran_sawdust_casein	mixed_product	non_sterile	no	na	no
SRR23174626	chen2023	wheat_bran_sawdust_casein	mixed_product	non_sterile	no	na	no
SRR23174627	chen2023	wheat_bran_sawdust_casein	mixed_product	non_sterile	no	na	no
SRR23174628	chen2023	wheat_bran_sawdust_casein	mixed_product	non_sterile	no	na	no
SRR23174629	chen2023	wheat_bran_sawdust_starch	plant_product	non_sterile	no	grain	no
SRR23174630	chen2023	wheat_bran_sawdust_starch	plant_product	non_sterile	no	grain	no
SRR23174631	chen2023	wheat_bran_sawdust_starch	plant_product	non_sterile	no	grain	no
SRR23174632	chen2023	wheat_bran_sawdust_starch	plant_product	non_sterile	no	grain	no
SRR23174633	chen2023	wheat_bran_sawdust_starch	plant_product	non_sterile	no	grain	no
SRR10318660	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318661	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318662	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318663	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318664	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318665	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318666	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318667	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318668	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318669	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318670	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318671	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318672	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318673	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318674	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318675	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318676	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318677	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318678	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318679	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
SRR10318680	cifuentes2020	chicken_feed	mixed_product	non_sterile	no	chicken_feed	no
Bread1	current_study	bread	food_waste	non_sterile	no	grain	no
Bread2	current_study	bread	food_waste	non_sterile	no	grain	no
Bread3	current_study	bread	food_waste	non_sterile	no	grain	no
Bread4	current_study	bread	food_waste	non_sterile	no	grain	no
Bread5	current_study	bread	food_waste	non_sterile	no	grain	no
Coffee1	current_study	coffee_grounds	food_waste	non_sterile	no	coffee	no
Coffee2	current_study	coffee_grounds	food_waste	non_sterile	no	coffee	no
Coffee3	current_study	coffee_grounds	food_waste	non_sterile	no	coffee	no
Coffee4	current_study	coffee_grounds	food_waste	non_sterile	no	coffee	no
Coffee5	current_study	coffee_grounds	food_waste	non_sterile	no	coffee	no
Gainesville1	current_study	gainesville	plant_product	non_sterile	no	gainesville	no
Gainesville2	current_study	gainesville	plant_product	non_sterile	no	gainesville	no
Gainesville3	current_study	gainesville	plant_product	non_sterile	no	gainesville	no
Gainesville4	current_study	gainesville	plant_product	non_sterile	no	gainesville	no
Gainesville5	current_study	gainesville	plant_product	non_sterile	no	gainesville	no
ManureControl1	current_study	cow_manure	animal_waste	non_sterile	no	na	no
ManureControl2	current_study	cow_manure	animal_waste	non_sterile	no	na	no
ManureControl3	current_study	cow_manure	animal_waste	non_sterile	no	na	no
ManureControl4	current_study	cow_manure	animal_waste	non_sterile	no	na	no
ManureControl5	current_study	cow_manure	animal_waste	non_sterile	no	na	no
Spinach1	current_study	spinach	plant_product	non_sterile	no	vegetable	no
Spinach2	current_study	spinach	plant_product	non_sterile	no	vegetable	no
Spinach3	current_study	spinach	plant_product	non_sterile	no	vegetable	no
Spinach4	current_study	spinach	plant_product	non_sterile	no	vegetable	no
Spinach5	current_study	spinach	plant_product	non_sterile	no	vegetable	no
Tuna1	current_study	tuna	animal_product	non_sterile	no	na	no
Tuna2	current_study	tuna	animal_product	non_sterile	no	na	no
Tuna3	current_study	tuna	animal_product	non_sterile	no	na	no
Tuna4	current_study	tuna	animal_product	non_sterile	no	na	no
Tuna5	current_study	tuna	animal_product	non_sterile	no	na	no
SRR21209011	defilippis2023	gainesville	plant_product	non_sterile	no	na	no
SRR21209012	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209013	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209014	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209015	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209016	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209017	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209018	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209019	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209020	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209021	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209022	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209023	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209024	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209025	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209026	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209027	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209028	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209029	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209030	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209031	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209032	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209033	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209034	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209035	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209036	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209037	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209038	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209039	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209040	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209041	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209042	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209043	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209044	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209045	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209046	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209047	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209048	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209049	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209050	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209051	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209052	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209053	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209054	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209055	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209056	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209057	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209058	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209059	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209060	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209061	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209062	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209063	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209064	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209065	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209066	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209067	defilippis2023	agar_polystyrene	plant_product_plastic	non_sterile	no	na	no
SRR21209068	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209069	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209070	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209071	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209072	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209073	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209074	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209075	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209076	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209077	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209078	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209079	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209080	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209081	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209082	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209083	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209084	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209085	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209086	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209087	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209088	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209089	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209090	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209091	defilippis2023	agar_polyethylene	plant_product_plastic	non_sterile	no	na	no
SRR21209092	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209093	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209094	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209095	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209096	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209097	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209098	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209099	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209100	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209101	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209102	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209103	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209104	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209105	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209106	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209107	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209108	defilippis2023	gainesville	plant_product	non_sterile	no	gainesville	no
SRR21209109	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209110	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR21209111	defilippis2023	agar	plant_product	non_sterile	no	na	no
SRR27190540	deng2024	sewage_sludge_food_waste_pb_as	mixed_heavy_metal_waste	non_sterile	no	na	no
SRR27190541	deng2024	sewage_sludge_food_waste_pb_as	mixed_heavy_metal_waste	non_sterile	no	na	no
SRR27190542	deng2024	sewage_sludge_food_waste_pb_as	mixed_heavy_metal_waste	non_sterile	no	na	no
SRR27190543	deng2024	sewage_sludge_food_waste_pb_as	mixed_heavy_metal_waste	non_sterile	no	na	no
SRR27190544	deng2024	sewage_sludge_food_waste_pb_as	mixed_heavy_metal_waste	non_sterile	no	na	no
SRR27190546	deng2024	sewage_sludge_food_waste_pb_as	mixed_heavy_metal_waste	non_sterile	no	na	no
SRR27190547	deng2024	sewage_sludge_food_waste_pb_as	mixed_heavy_metal_waste	non_sterile	no	na	no
SRR27190550	deng2024	sewage_sludge_food_waste_pb_as	mixed_heavy_metal_waste	non_sterile	no	na	no
SRR31477545	deng2025	soybean_meal_activated_sludge_chromium	mixed_heavy_metal_waste	non_sterile	na	legume	no
